Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
494,6.2,2.9,9.1,4.7,1.1,2.83,2
495,7.8,2.1,5.7,4.7,3.7,3.16,3
496,6.4,0.5,8.1,0.3,8.7,2.61,2
497,8.7,1.3,5.0,3.1,5.9,3.24,3
498,9.2,0.0,6.2,4.4,4.2,3.41,3
499,6.6,0.4,6.8,1.6,8.6,2.89,2
500,8.9,3.6,7.2,3.9,0.4,3.51,3
501,6.9,3.9,5.4,4.1,3.7,2.55,3
502,8.2,2.8,5.0,1.0,7.0,3.2,3
503,8.6,2.7,9.8,2.2,0.7,3.31,3
504,6.5,0.4,8.9,3.9,4.3,3.01,2
505,5.2,1.4,9.8,3.0,4.6,2.49,1
506,6.0,1.5,6.8,0.3,9.4,2.44,2
507,8.8,1.7,9.1,3.7,0.7,3.44,3
508,7.4,3.5,6.1,4.1,2.9,2.88,2
509,8.0,1.2,5.7,3.9,5.2,3.03,3
510,8.2,1.6,8.6,1.1,4.5,3.46,3
511,9.5,1.1,6.8,0.3,6.3,3.43,3
512,6.3,3.3,5.1,2.3,7.0,2.74,3
513,6.7,0.1,5.6,2.5,9.1,2.49,3
514,7.7,2.4,5.0,2.8,6.1,3.12,3
515,9.8,2.1,8.4,1.2,2.5,3.61,3
516,7.6,3.9,5.6,0.1,6.8,3.28,3
517,8.9,3.2,5.6,1.6,4.7,3.36,3
518,6.7,1.5,5.0,1.8,9.0,3.31,3
519,8.2,3.9,9.2,0.1,2.6,3.26,3
520,8.9,1.8,7.0,1.8,4.5,3.38,3
521,5.3,0.9,6.2,2.9,8.7,2.76,1
522,5.3,3.8,9.7,4.1,1.1,3.13,1
523,10.0,2.2,9.8,0.2,1.8,3.25,3
524,6.0,0.6,8.1,4.7,4.6,2.78,2
525,7.9,0.6,9.1,3.8,2.6,3.5,2
526,6.3,1.4,9.6,1.7,5.0,2.74,2
527,7.3,3.6,8.5,0.3,4.3,2.93,2
528,5.7,3.8,7.6,1.5,5.4,3.27,1
529,7.5,2.7,5.4,1.6,6.8,3.09,3
530,7.7,1.7,5.2,1.0,8.4,3.43,3
531,7.2,0.8,5.2,5.1,5.7,2.99,3
532,9.8,0.8,9.8,3.6,0.0,3.59,3
533,8.6,3.9,7.8,1.0,2.7,3.69,3
534,5.4,2.5,9.9,1.1,5.1,2.54,1
535,9.0,3.6,9.7,1.6,0.1,3.44,3
536,8.8,0.6,7.4,4.3,2.9,3.32,3
537,6.2,2.6,8.3,1.0,5.9,3.23,2
538,7.5,0.0,5.0,2.1,9.4,3.2,3
539,9.6,0.9,8.2,1.2,4.1,3.62,3
540,8.6,0.4,7.1,0.2,7.7,3.2,3
541,7.4,2.6,5.6,1.7,6.7,3.26,3
542,10.0,0.2,8.8,1.9,3.1,3.46,3
543,7.0,3.0,9.6,4.2,0.2,2.68,2
544,8.9,1.0,7.8,2.2,4.1,3.54,3
545,8.3,1.0,6.0,5.5,3.2,3.25,3
546,6.1,0.2,5.2,1.1,11.4,2.72,3
547,9.3,1.1,9.8,2.2,1.6,3.79,3
548,7.6,3.0,6.4,2.1,4.9,2.83,2
549,9.5,3.8,9.5,0.5,0.7,3.4,3
550,7.5,0.8,8.0,1.1,6.6,3.43,2
551,6.7,3.4,6.0,0.4,7.5,2.48,2
552,9.1,3.3,6.7,3.4,1.5,3.4,3
553,8.9,2.6,5.8,5.3,1.4,2.98,3
554,7.1,0.2,5.6,4.6,6.5,3.13,3
555,5.0,1.7,7.6,0.3,9.4,2.53,1
556,6.2,0.0,8.6,5.8,3.4,2.71,2
557,6.1,2.7,8.7,5.1,1.4,2.57,2
558,6.6,2.9,9.1,1.0,4.4,2.85,2
559,6.9,3.6,9.0,4.4,0.1,2.92,2
560,8.0,2.6,5.4,3.3,4.7,3.48,3
561,8.5,0.7,8.9,3.4,2.5,3.41,3
562,6.5,2.9,8.8,0.6,5.2,2.67,2
563,7.6,2.0,6.8,5.6,2.0,3.25,2
564,8.6,1.8,9.6,2.8,1.2,3.47,3
565,8.6,3.4,6.4,4.5,1.1,3.18,3
566,6.7,3.9,9.3,2.9,1.2,2.78,2
567,8.6,2.2,9.7,1.7,1.8,3.07,3
568,8.9,2.9,6.9,0.1,5.2,3.26,3
569,9.2,0.0,8.5,5.8,0.5,3.08,3
570,8.5,3.3,7.7,4.4,0.1,3.2,3
571,5.3,2.0,8.6,5.2,2.9,2.89,1
572,7.8,1.6,5.7,5.2,3.7,3.06,3
573,5.8,1.2,6.5,5.2,5.3,3.08,1
574,6.3,2.5,7.9,5.0,2.3,3.07,2
575,9.5,0.0,8.4,0.3,5.8,3.07,3
576,6.5,1.4,8.1,2.0,6.0,3.06,2
577,8.7,1.6,5.3,4.7,3.7,3.2,3
578,8.4,1.3,5.3,2.2,6.8,2.92,3
579,9.7,2.6,8.4,2.1,1.2,3.38,3
580,8.8,0.4,6.4,1.7,6.7,3.05,3
581,7.2,3.9,5.3,3.1,4.5,3.03,3
582,8.7,2.8,7.1,1.9,3.5,3.12,3
583,7.0,1.1,6.0,2.9,7.0,2.87,2
584,8.3,3.9,8.0,0.3,3.5,3.04,3
585,5.4,3.8,6.5,0.6,7.7,3.14,1
586,8.2,1.1,5.1,5.8,3.8,3.5,3
587,6.3,2.7,8.5,3.7,2.8,2.72,2
588,8.0,3.5,9.7,0.3,2.5,3.02,2
589,5.8,3.8,8.7,5.0,0.7,2.95,1
590,8.5,2.7,7.0,0.1,5.7,3.01,3
591,7.9,1.0,7.3,5.7,2.1,3.41,2
592,5.9,2.7,9.9,0.6,4.9,2.82,1
593,5.0,1.7,5.5,4.5,7.3,2.72,3
594,6.3,1.7,8.6,0.1,7.3,3.11,2
595,7.9,2.5,8.2,1.3,4.1,3.08,2
596,6.0,3.5,8.7,0.1,5.7,2.95,2
597,6.2,0.9,6.4,1.5,9.0,2.92,2
598,8.7,2.4,8.4,0.4,4.1,3.16,3
599,9.8,3.4,9.0,1.5,0.3,3.49,3
600,6.0,2.5,8.7,4.4,2.4,3.05,2
601,7.6,0.3,6.9,5.5,3.7,3.35,2
602,6.3,1.5,9.5,4.0,2.7,3.42,2
603,8.9,1.8,8.2,1.3,3.8,3.21,3
604,7.2,2.6,9.7,0.3,4.2,3.42,2
605,9.1,1.2,7.2,0.1,6.4,3.37,3
606,5.3,2.0,9.6,0.6,6.5,2.41,1
607,8.8,1.6,8.3,1.4,3.9,3.26,3
608,5.4,0.7,8.3,5.3,4.3,2.75,1
609,9.1,2.7,5.6,1.7,4.9,3.15,3
610,7.6,2.1,6.8,2.1,5.4,2.97,2
611,9.1,3.2,6.5,4.8,0.4,3.34,3
612,6.8,2.0,9.7,4.8,0.7,3.09,2
613,5.5,1.6,7.8,3.0,6.1,2.9,1
614,8.4,3.4,9.3,2.2,0.7,3.2,3
615,7.2,2.4,5.8,4.0,4.6,3.19,3
616,6.1,0.5,5.8,0.0,11.6,2.73,3
617,8.6,2.9,7.6,0.8,4.1,3.15,3
618,5.5,0.9,7.6,3.6,6.4,2.57,1
619,6.2,0.2,7.0,1.4,9.2,3.13,2
620,7.1,1.7,7.7,4.2,3.3,3.48,2
621,8.5,0.7,7.5,2.5,4.8,3.34,3
622,7.7,0.5,8.0,0.7,7.1,3.34,2
623,6.7,0.6,8.5,1.2,7.0,3.18,2
624,6.0,2.0,7.1,0.1,8.8,2.85,2
625,9.0,0.3,7.4,3.4,3.9,3.64,3
626,6.3,0.0,8.6,3.2,5.9,3.14,2
627,9.2,3.3,9.2,1.1,1.2,3.6,3
628,7.3,0.7,9.3,5.3,1.4,2.97,2
629,7.3,0.3,6.9,4.8,4.7,3.09,2
630,5.3,3.5,6.9,3.3,5.0,2.81,1
631,9.8,0.3,8.2,0.4,5.3,3.71,3
632,7.2,4.0,7.8,1.6,3.4,2.98,2
633,6.1,1.4,6.9,0.4,9.2,2.79,2
634,8.6,2.6,8.5,0.0,4.3,2.85,3
635,6.1,2.6,7.4,0.0,7.9,3.03,2
636,7.7,0.3,8.8,3.5,3.7,3.29,2
637,8.9,3.0,9.0,1.6,1.5,3.42,3
638,8.1,3.0,5.8,1.2,5.9,3.04,3
639,9.5,3.0,9.5,1.5,0.5,3.76,3
640,9.4,2.3,8.2,0.6,3.5,3.62,3
641,7.4,2.9,6.4,1.2,6.1,2.89,2
642,6.1,1.7,9.5,3.0,3.7,2.76,2
643,5.9,0.3,8.5,2.3,7.0,2.99,1
644,9.0,1.1,8.5,1.4,4.0,3.56,3
645,9.7,2.5,6.6,1.4,3.8,3.57,3
646,6.1,2.4,6.3,4.0,5.2,2.73,2
647,9.1,3.1,8.8,0.6,2.4,3.42,3
648,6.8,1.7,5.2,1.6,8.7,2.91,3
649,5.2,3.5,6.2,3.3,5.8,2.8,1
650,6.6,3.6,9.4,1.4,3.0,2.94,2
651,9.5,4.0,9.1,1.2,0.2,3.52,3
652,5.3,0.4,10.0,2.0,6.3,2.49,1
653,8.7,3.2,9.3,2.8,0.0,3.1,3
654,5.1,1.4,8.9,3.4,5.2,2.72,1
655,6.6,2.6,6.2,0.1,8.5,3.11,2
656,8.8,0.2,9.2,3.6,2.2,3.59,3
657,7.8,2.5,9.3,2.6,1.8,3.2,2
658,8.8,1.8,8.5,1.9,3.0,3.32,3
659,6.1,2.4,9.6,5.5,0.4,2.99,2
660,6.1,4.0,9.9,2.6,1.4,2.49,2
661,9.0,2.9,8.0,0.2,3.9,3.74,3
662,8.4,1.5,9.7,0.7,3.7,3.16,3
663,7.5,2.8,8.5,3.4,1.8,2.98,2
664,8.2,2.4,5.9,4.2,3.3,3.13,3
665,7.3,2.7,9.2,0.8,4.0,3.41,2
666,9.2,3.2,9.8,1.0,0.8,3.55,3
667,7.4,1.6,5.8,3.4,5.8,3.19,3
668,7.9,2.4,6.8,0.3,6.6,3.14,2
669,5.2,1.7,5.4,3.6,8.1,2.55,3
670,9.3,3.5,6.0,3.8,1.4,3.52,3
671,6.4,3.2,10.0,0.1,4.3,3.01,2
672,9.9,1.9,9.2,0.2,2.8,3.65,3
673,6.7,0.3,9.9,4.9,2.2,2.96,2
674,5.4,0.8,6.1,2.8,8.9,2.66,1
675,6.3,0.4,5.8,0.9,10.6,2.93,3
676,6.4,3.2,6.6,1.8,6.0,3.06,2
677,6.2,0.5,6.3,2.1,8.9,2.84,2
678,6.1,3.2,5.7,2.1,6.9,2.95,3
679,9.3,0.6,5.4,2.9,5.8,3.51,3
680,9.0,0.5,7.9,3.0,3.6,2.99,3
681,5.7,2.5,6.4,2.9,6.5,2.84,1
682,6.5,3.3,5.3,2.5,6.4,2.81,3
683,7.3,2.9,7.9,3.9,2.0,3.19,2
684,6.6,2.2,9.2,5.9,0.1,3.06,2
685,9.4,1.5,6.0,2.9,4.2,3.4,3
686,7.4,3.4,6.8,5.2,1.2,3.45,2
687,7.0,1.3,7.3,4.6,3.8,3.0,2
688,9.8,0.7,7.8,3.3,2.4,3.41,3
689,7.4,2.6,6.1,3.3,4.6,3.41,2
690,5.7,2.3,5.9,1.7,8.4,2.62,3
691,6.1,0.7,9.1,1.7,6.4,2.69,2
692,6.9,3.2,6.8,0.5,6.6,3.08,2
693,7.8,3.4,9.0,0.7,3.1,2.95,2
694,6.1,3.5,6.2,1.6,6.6,3.05,2
695,5.0,3.5,9.0,3.8,2.7,2.62,1
696,7.3,1.4,5.5,2.9,6.9,3.19,3
697,9.6,0.2,6.5,1.2,6.5,3.5,3
698,7.3,1.9,8.8,0.9,5.1,3.06,2
699,7.4,1.7,8.0,6.0,0.9,3.0,2
700,9.1,0.7,5.2,1.2,7.8,3.64,3
701,6.7,2.0,8.1,5.5,1.7,3.11,2
702,5.3,0.1,7.8,2.6,8.2,3.58,1
703,9.2,0.6,5.1,2.7,6.4,3.27,3
704,8.0,1.1,5.9,2.3,6.7,3.27,3
705,9.0,1.6,8.8,0.6,4.0,3.2,3
706,8.4,2.3,9.6,1.4,2.3,3.41,3
707,5.3,0.1,9.1,3.1,6.4,2.65,1
708,6.7,0.1,9.8,4.0,3.4,3.15,2
709,9.7,1.1,8.1,3.5,1.6,3.63,3
710,9.7,3.5,8.7,0.6,1.5,3.36,3
711,6.4,3.9,5.1,4.3,4.3,3.14,3
712,10.0,1.2,6.7,0.5,5.6,3.79,3
713,7.2,1.0,6.7,5.0,4.1,3.21,2
714,5.3,0.4,5.8,3.6,8.9,2.76,3
715,5.8,3.9,7.2,3.0,4.1,2.83,1
716,8.3,3.0,8.8,2.3,1.6,2.92,3
717,9.5,3.3,8.8,0.1,2.3,3.24,3
718,7.0,3.5,9.5,3.6,0.4,3.4,2
719,6.6,2.8,6.4,1.1,7.1,2.88,2
720,7.1,3.3,5.6,4.4,3.6,2.85,3
721,7.7,1.2,7.5,1.8,5.8,2.88,2
722,5.8,0.5,7.7,5.4,4.6,3.27,1
723,6.7,2.9,8.3,5.6,0.5,3.06,2
724,8.3,3.6,7.0,1.7,3.4,3.5,3
725,5.1,3.3,9.0,0.6,6.0,2.54,1
726,5.6,3.9,6.1,0.4,8.0,3.32,1
727,8.0,3.0,5.2,4.0,3.8,3.01,3
728,5.9,2.3,6.5,5.6,3.7,2.9,1
729,9.1,3.9,6.3,4.6,0.1,2.98,3
730,5.3,0.2,8.5,2.7,7.3,2.62,1
731,6.1,2.5,6.3,3.5,5.6,3.13,2
732,9.1,1.9,6.8,2.2,4.0,3.27,3
733,9.0,1.3,6.0,0.5,7.2,3.05,3
734,9.2,0.9,6.9,4.9,2.1,2.81,3
735,9.1,1.5,7.3,1.8,4.3,3.4,3
736,7.7,0.1,7.4,2.4,6.4,3.24,2
737,5.8,2.6,9.9,3.2,2.5,2.8,1
738,7.1,0.5,8.1,5.6,2.7,3.1,2
739,8.3,0.3,6.8,3.3,5.3,3.48,3
740,9.1,2.4,6.9,1.4,4.2,3.3,3
741,5.5,1.4,7.1,4.1,5.9,2.71,1
742,7.0,0.7,5.8,5.0,5.5,3.09,3
743,5.2,1.7,5.8,5.3,6.0,2.48,3
744,7.5,2.9,9.8,0.8,3.0,3.19,2
745,9.4,3.7,9.6,0.8,0.5,3.16,3
746,8.8,2.1,8.4,2.0,2.7,3.66,3
747,8.7,3.3,5.7,5.0,1.3,3.55,3
748,7.2,1.5,9.6,1.4,4.3,3.11,2
749,9.2,1.9,7.6,1.6,3.7,3.02,3
750,5.2,1.1,5.0,5.9,6.8,2.93,3
751,9.8,1.6,8.6,1.4,2.6,3.68,3
752,9.7,1.6,8.9,1.0,2.8,3.57,3
753,10.0,0.1,8.0,3.9,2.0,3.35,3
754,9.7,0.7,8.1,1.2,4.3,3.53,3
755,6.5,2.2,7.1,1.0,7.2,2.91,2
756,8.8,3.6,5.4,2.4,3.8,3.08,3
757,5.5,0.1,8.3,3.6,6.5,2.73,1
758,5.1,3.3,9.9,0.8,4.9,2.64,1
759,6.2,3.5,9.6,2.0,2.7,2.55,2
760,5.1,2.3,5.1,4.7,6.8,3.03,3
761,6.5,0.2,7.9,2.4,7.0,2.98,2
762,6.4,2.8,6.4,5.4,3.0,3.05,2
763,6.9,2.2,5.3,2.6,7.0,3.12,3
764,6.1,0.9,9.1,5.6,2.3,3.01,2
765,5.5,1.8,6.7,5.2,4.8,2.24,1
766,6.7,1.6,7.6,1.0,7.1,2.93,2
767,7.9,3.2,8.8,0.6,3.5,3.09,2
768,6.8,1.6,8.4,0.3,6.9,2.88,2
769,5.2,1.6,8.5,1.2,7.5,2.52,1
770,9.4,3.6,6.5,1.0,3.5,3.57,3
771,7.1,1.0,8.4,5.0,2.5,3.26,2
772,7.0,0.6,8.7,2.2,5.5,3.15,2
773,8.4,1.1,5.4,6.0,3.1,3.44,3
774,9.3,1.2,7.3,3.7,2.5,3.76,3
775,7.1,1.7,6.7,3.4,5.1,2.99,2
776,9.7,2.8,9.1,1.3,1.1,3.54,3
777,8.9,0.1,9.1,0.2,5.7,3.14,3
778,8.8,1.0,9.3,0.5,4.4,3.18,3
779,5.6,3.9,8.4,5.1,1.0,3.08,1
780,8.0,2.4,8.4,3.0,2.2,2.96,2
781,7.1,1.1,8.8,1.4,5.6,2.85,2
782,8.1,3.0,6.1,0.4,6.4,3.37,3
783,5.7,2.4,9.2,0.3,6.4,2.69,1
784,7.4,3.7,6.7,2.8,3.4,3.36,2
785,5.1,0.3,6.3,0.2,12.1,2.55,1
786,7.7,0.7,6.5,4.0,5.1,3.54,2
787,9.8,0.2,9.5,2.6,1.9,3.47,3
788,5.3,0.4,8.0,2.0,8.3,3.37,1
789,9.6,1.6,5.7,4.3,2.8,3.49,3
790,8.5,3.6,9.0,2.0,0.9,2.9,3
791,8.4,3.8,6.5,0.0,5.3,3.08,3
792,8.3,2.5,8.0,0.1,5.1,3.1,3
793,8.6,1.3,8.3,3.2,2.6,3.11,3
794,5.5,3.3,9.6,3.6,2.0,2.75,1
795,5.5,1.6,8.6,4.7,3.6,2.64,1
796,6.3,0.1,7.7,5.1,4.8,3.22,2
797,9.8,2.3,7.6,0.4,3.9,3.04,3
798,8.0,1.6,6.2,0.6,7.6,3.38,2
799,6.6,0.4,5.9,5.9,5.2,3.27,3
800,9.4,4.0,7.9,2.2,0.5,2.91,3
801,6.6,1.2,7.0,4.0,5.2,2.76,2
802,5.7,2.5,5.6,3.5,6.7,3.08,3
803,8.5,2.8,8.8,3.4,0.5,3.63,3
804,8.1,0.7,5.1,1.7,8.4,3.21,3
805,7.2,2.5,9.2,1.0,4.1,3.07,2
806,7.9,2.2,5.4,0.3,8.2,2.99,3
807,5.5,2.3,7.7,1.4,7.1,3.05,1
808,5.2,2.0,8.4,1.5,6.9,2.88,1
809,6.5,2.5,9.5,4.5,1.0,3.29,2
810,6.8,2.6,7.3,1.1,6.2,3.13,2
811,8.5,2.2,6.8,5.5,1.0,3.07,3
812,8.4,1.6,8.8,2.4,2.8,3.51,3
813,7.1,3.7,6.3,0.7,6.2,3.15,2
814,6.9,0.2,6.7,3.0,7.2,3.05,2
815,5.8,2.6,10.0,2.5,3.1,2.64,1
816,5.6,3.5,7.1,2.3,5.5,2.5,1
817,8.3,1.8,8.2,0.4,5.3,3.33,3
818,5.8,1.9,8.0,3.5,4.8,2.9,1
819,7.0,1.4,5.6,2.4,7.6,3.15,3
820,6.0,0.2,7.8,3.6,6.4,2.75,2
821,9.4,2.3,6.7,4.5,1.1,3.25,3
822,7.8,3.6,7.0,1.7,3.9,3.19,2
823,5.7,0.6,7.2,3.6,6.9,2.96,1
824,9.1,0.3,7.4,3.8,3.4,3.66,3
825,9.1,3.1,6.4,5.1,0.3,3.45,3
826,7.9,3.7,8.4,1.9,2.1,2.68,2
827,9.0,3.8,5.1,5.9,0.2,3.22,3
828,7.2,2.6,6.9,0.3,7.0,3.0,2
829,8.0,3.6,6.9,1.2,4.3,3.08,2
830,9.1,3.3,7.9,1.3,2.4,3.35,3
831,9.0,2.2,9.1,2.3,1.4,3.44,3
832,7.1,3.8,7.7,3.3,2.1,3.33,2
833,6.1,2.5,7.9,1.1,6.4,2.94,2
834,8.8,2.1,6.1,4.0,3.0,3.2,3
835,5.4,1.8,5.8,1.1,9.9,2.71,3
836,5.3,1.6,7.6,2.9,6.6,2.54,1
837,6.9,3.4,5.7,3.0,5.0,3.37,3
838,9.4,2.2,9.8,0.1,2.5,3.79,3
839,5.5,0.2,5.9,3.2,9.2,2.74,3
840,9.7,3.4,6.5,0.3,4.1,3.48,3
841,5.8,0.5,5.6,3.1,9.0,2.73,3
842,9.9,2.7,9.7,0.2,1.5,3.23,3
843,6.9,2.2,5.4,0.0,9.5,3.27,3
844,7.1,2.0,7.1,0.1,7.7,3.34,2
845,6.7,0.7,5.5,5.7,5.4,3.31,3
846,6.6,1.6,6.2,0.6,9.0,3.12,2
847,5.9,3.2,8.4,3.3,3.2,3.05,1
848,5.4,1.1,6.7,4.7,6.1,2.8,1
849,10.0,1.0,9.4,3.0,0.6,3.4,3
850,7.0,3.9,5.9,4.8,2.4,2.78,3
851,6.7,2.9,7.1,3.5,3.8,3.09,2
852,9.3,0.2,8.5,0.8,5.2,3.49,3
853,7.1,2.2,7.0,3.1,4.6,2.87,2
854,5.7,0.6,9.7,5.3,2.7,3.18,1
855,9.5,4.0,6.0,1.6,2.9,3.39,3
856,7.1,1.4,8.0,3.5,4.0,3.48,2
857,5.8,1.9,7.8,3.4,5.1,3.01,1
858,5.1,1.4,8.9,3.4,5.2,2.6,1
859,6.3,2.8,7.8,4.8,2.3,3.08,2
860,7.4,0.5,6.3,2.5,7.3,3.4,2
861,8.0,2.1,6.4,0.0,7.5,2.83,2
862,8.7,0.1,7.9,5.6,1.7,3.3,3
863,5.9,1.9,5.5,3.8,6.9,2.45,3
864,7.6,3.6,6.0,0.1,6.7,3.38,2
865,9.3,2.3,9.5,1.7,1.2,3.34,3
866,8.7,3.7,7.9,0.7,3.0,3.57,3
867,6.3,0.8,6.2,1.8,8.9,3.37,2
868,7.1,2.5,5.4,0.5,8.5,3.33,3
869,5.9,2.1,6.1,1.7,8.2,3.13,1
870,5.1,2.6,8.3,4.8,3.2,2.69,1
871,9.7,0.1,5.8,5.3,3.1,3.92,3
872,8.3,2.7,9.7,3.3,0.0,2.95,3
873,8.6,1.1,9.4,0.2,4.7,3.36,3
874,6.3,0.9,5.7,5.2,5.9,2.9,3
875,7.5,2.7,6.2,4.5,3.1,2.97,2
876,7.1,0.8,9.9,3.9,2.3,3.28,2
877,9.7,1.2,8.9,3.2,1.0,3.26,3
878,8.4,2.9,7.9,1.0,3.8,3.2,3
879,7.5,1.2,7.1,3.9,4.3,2.96,2
880,7.0,1.1,6.0,4.7,5.2,3.2,2
881,9.5,1.5,8.8,3.8,0.4,3.36,3
882,9.8,1.5,6.7,0.4,5.6,3.54,3
883,7.4,0.4,6.2,1.9,8.1,3.16,2
884,6.5,3.4,9.3,3.7,1.1,3.02,2
885,5.7,2.8,9.7,4.0,1.8,2.86,1
886,8.2,2.0,5.6,1.9,6.3,2.81,3
887,9.0,3.4,5.7,5.6,0.3,3.59,3
888,8.8,3.2,9.7,0.7,1.6,3.07,3
889,9.3,0.5,8.5,4.2,1.5,3.17,3
890,9.4,0.7,5.3,4.3,4.3,3.57,3
891,7.4,3.4,6.9,1.0,5.3,3.15,2
892,5.9,2.9,7.6,3.6,4.0,3.13,1
893,7.3,3.3,9.1,3.1,1.2,3.34,2
894,6.8,3.5,8.6,0.6,4.5,3.23,2
895,7.0,3.5,5.2,5.8,2.5,3.26,3
896,6.4,1.0,9.7,1.8,5.1,3.25,2
897,8.9,1.6,5.7,0.1,7.7,3.42,3
898,6.8,1.4,6.7,3.1,6.0,3.03,2
899,7.2,3.5,7.5,2.9,2.9,3.04,2
900,8.3,2.4,7.1,2.5,3.7,3.22,3
901,8.9,0.8,9.1,3.4,1.8,3.1,3
902,6.3,3.0,7.6,1.9,5.2,2.48,2
903,8.0,4.0,7.2,4.4,0.4,3.11,2
904,6.0,1.7,6.1,0.0,10.2,2.87,2
905,9.6,3.4,8.7,0.4,1.9,3.5,3
906,7.2,0.5,7.6,2.1,6.6,3.11,2
907,6.9,2.5,8.6,0.7,5.3,3.29,2
908,6.7,1.8,8.4,3.1,4.0,2.92,2
909,9.3,3.5,5.0,4.7,1.5,3.45,3
910,7.4,3.9,8.8,1.0,2.9,3.11,2
911,7.7,4.0,9.3,0.3,2.7,2.96,2
912,5.0,1.6,6.2,4.9,6.3,3.01,1
913,6.7,3.3,5.0,1.8,7.2,2.85,3
914,5.3,0.7,7.8,1.7,8.5,2.64,1
915,7.1,1.5,9.4,5.4,0.6,2.65,2
916,5.5,3.8,5.3,1.8,7.6,2.81,3
917,6.5,1.3,5.8,4.7,5.7,3.04,3
918,5.6,0.3,9.5,1.1,7.5,2.66,1
919,9.1,2.2,5.4,5.7,1.6,3.48,3
920,5.8,3.4,5.1,3.1,6.6,2.79,3
921,8.8,3.7,9.5,1.6,0.4,3.29,3
922,6.4,1.2,6.9,2.4,7.1,3.0,2
923,7.7,0.6,8.5,1.0,6.2,3.16,2
924,9.0,3.0,8.2,0.6,3.2,2.96,3
925,7.7,0.3,6.9,2.5,6.6,3.08,2
926,5.9,1.6,9.7,0.8,6.0,2.86,1
927,8.8,0.4,9.9,1.9,3.0,3.19,3
928,8.1,0.8,5.7,5.6,3.8,3.45,3
929,9.6,3.5,8.1,2.3,0.5,3.4,3
930,6.6,2.5,6.8,0.9,7.2,2.88,2
931,8.0,3.3,6.9,0.8,5.0,3.08,2
932,6.5,2.6,8.0,4.2,2.7,2.83,2
933,6.8,3.3,6.0,2.8,5.1,2.92,2
934,5.5,3.5,6.7,4.1,4.2,2.92,1
935,5.1,2.8,6.6,0.3,9.2,2.49,1
936,6.9,0.3,5.7,1.8,9.3,3.15,3
937,5.4,3.6,5.0,2.9,7.1,2.74,3
938,9.6,0.6,9.8,0.8,3.2,3.29,3
939,8.7,2.2,9.4,2.0,1.7,3.03,3
940,5.8,3.7,6.6,2.2,5.7,2.9,1
941,8.8,1.4,9.8,3.0,1.0,3.51,3
942,5.2,1.0,7.3,1.4,9.1,2.83,1
943,8.7,3.7,7.1,1.5,3.0,3.29,3
944,7.4,1.4,9.5,3.2,2.5,3.22,2
945,8.8,3.2,6.7,2.3,3.0,3.24,3
946,9.0,3.8,8.1,2.3,0.8,3.55,3
947,9.0,3.4,7.0,0.2,4.4,3.68,3
948,7.3,3.0,6.8,3.8,3.1,2.91,2
949,5.9,3.0,7.7,1.2,6.2,3.09,1
950,7.4,0.9,9.8,4.2,1.7,2.94,2
951,9.8,1.7,7.4,4.6,0.5,3.84,3
952,6.3,1.8,5.6,1.2,9.1,2.99,3
953,5.0,0.2,9.9,1.5,7.4,2.94,1
954,7.8,0.6,8.6,3.6,3.4,3.26,2
955,8.7,3.1,9.9,1.3,1.0,3.55,3
956,5.3,3.6,5.6,2.0,7.5,2.53,3
957,9.1,2.4,7.0,2.6,2.9,3.28,3
958,9.3,0.4,8.9,4.6,0.8,3.58,3
959,5.9,1.7,5.8,4.2,6.4,3.32,3
960,6.0,0.8,5.2,1.9,10.1,3.01,3
961,7.8,3.4,8.3,2.0,2.5,3.18,2
962,6.3,0.2,8.6,0.7,8.2,3.1,2
963,6.5,2.1,7.8,3.6,4.0,2.9,2
964,8.1,3.9,8.6,3.1,0.3,2.99,3
965,8.8,2.4,6.0,4.0,2.8,3.59,3
966,7.4,2.1,6.7,3.1,4.7,3.44,2
967,6.0,3.2,5.9,0.5,8.4,3.28,3
968,7.2,1.1,7.8,2.1,5.8,2.93,2
969,9.7,3.7,7.5,1.0,2.1,3.04,3
970,9.6,0.0,7.8,4.4,2.2,3.38,3
971,7.4,0.3,9.9,3.1,3.3,2.84,2
972,7.4,1.7,5.4,0.6,8.9,3.23,3
973,9.2,1.0,6.0,3.0,4.8,3.18,3
974,5.2,0.2,9.2,0.7,8.7,2.82,1
975,5.2,1.8,9.2,1.6,6.2,2.68,1
976,7.2,2.3,7.9,2.0,4.6,3.06,2
977,6.6,0.4,6.8,0.6,9.6,3.31,2
978,6.4,2.5,7.3,2.9,4.9,3.12,2
979,8.8,1.1,6.6,5.5,2.0,3.32,3
980,9.6,2.4,7.7,1.1,3.2,3.3,3
981,6.7,3.4,7.8,3.1,3.0,2.98,2
982,8.0,0.3,8.4,5.6,1.7,3.28,2
983,7.9,0.5,7.9,4.6,3.1,3.38,2
984,8.2,3.6,8.1,0.5,3.6,3.18,3
985,6.5,0.8,9.5,4.6,2.6,2.74,2
986,5.9,3.0,7.4,1.4,6.3,3.1,1
987,8.1,0.2,6.6,2.8,6.3,3.14,3
988,6.0,3.1,7.1,3.4,4.4,2.84,2
989,5.1,0.1,7.2,4.9,6.7,2.94,1
